Pregunta,Respuesta 1,Respuesta 2,Respuesta 3,Respuesta 4,Solución (1-4)
¿Cuál es el plazo máximo de carácter supletorio para resolver y notificar un procedimiento si la norma reguladora no fija uno?,1 mes.,3 meses.,6 meses.,12 meses.,2
"En los procedimientos iniciados a solicitud del interesado, si vence el plazo máximo sin haberse notificado resolución expresa, el silencio administrativo tiene efecto estimatorio, EXCEPTO en:",Procedimientos de responsabilidad patrimonial de la Administración.,Procedimientos donde el silencio transfiera al solicitante facultades relativas al dominio público.,"Ambas respuestas anteriores son correctas, además de otros supuestos.",El silencio es siempre estimatorio sin excepciones.,3
"En los procedimientos sancionadores iniciados de oficio, el vencimiento del plazo máximo sin que se haya dictado y notificado resolución expresa produce:",El silencio desestimatorio.,La caducidad del procedimiento.,La suspensión del procedimiento.,La prescripción de la infracción.,2
"Durante la instrucción, si la Administración considera que deben aportarse nuevos documentos, otorgará al interesado un plazo de:",10 días.,15 días.,10 a 15 días.,No inferior a 10 ni superior a 15 días.,4
¿En qué momento se puede acordar la tramitación de urgencia de un procedimiento administrativo?,Solo al inicio del procedimiento.,"En cualquier momento del procedimiento, reduciéndose a la mitad todos los plazos excepto los de presentación de solicitudes y recursos.","En la fase de instrucción, antes de la propuesta de resolución.",Solo tras la emisión de los informes preceptivos.,2
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 6), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es competencia exclusiva del Consejo de Ministros.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Es competencia exclusiva del Consejo de Ministros.,3
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 7), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Supone una vulneración del principio de tipicidad sancionadora.,Es un trámite de carácter meramente facultativo y no vinculante.,Supone una vulneración del principio de tipicidad sancionadora.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",4
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 8), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Determinará el archivo automático de las actuaciones sin recurso posible.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",4
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 9), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Determinará el archivo automático de las actuaciones sin recurso posible.,Determinará el archivo automático de las actuaciones sin recurso posible.,Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,1
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 10), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Determinará el archivo automático de las actuaciones sin recurso posible.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Determinará el archivo automático de las actuaciones sin recurso posible.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,2
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 11), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,3
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 12), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es competencia exclusiva del Consejo de Ministros.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,3
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 13), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Supone una vulneración del principio de tipicidad sancionadora.,Supone una vulneración del principio de tipicidad sancionadora.,Es competencia exclusiva del Consejo de Ministros.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",4
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 14), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Determinará el archivo automático de las actuaciones sin recurso posible.,Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,3
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 15), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es un trámite de carácter meramente facultativo y no vinculante.,Supone una vulneración del principio de tipicidad sancionadora.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,3
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 16), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es un trámite de carácter meramente facultativo y no vinculante.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,2
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 17), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,Determinará el archivo automático de las actuaciones sin recurso posible.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Supone una vulneración del principio de tipicidad sancionadora.,3
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 18), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,Es competencia exclusiva del Consejo de Ministros.,2
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 19), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es competencia exclusiva del Consejo de Ministros.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Es un trámite de carácter meramente facultativo y no vinculante.,2
"En relación con el contenido específico del Fases y Silencio (Pregunta avanzada 20), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el fases y silencio.",4
