Pregunta,Respuesta 1,Respuesta 2,Respuesta 3,Respuesta 4,Solución
"En un municipio de 25.000 habitantes, la Junta de Gobierno Local es...","Facultativa, si lo decide el Pleno",Obligatoria en todo caso,Obligatoria solo si lo establece el Reglamento Orgánico,Inexistente,2
¿A quién corresponde la aprobación del presupuesto municipal en régimen común?,Al Alcalde,A la Junta de Gobierno Local,Al Pleno,Al Interventor,3
El número de Tenientes de Alcalde...,No puede exceder del 1/3 del número legal de miembros de la Corporación,No puede exceder de la mitad de los Concejales,Es libre a elección del Alcalde,No puede exceder de 1/3 de los Concejales presentes,1
Las Comisiones Informativas en régimen común...,Tienen carácter resolutorio por defecto,Están integradas exclusivamente por el equipo de gobierno,Su composición debe acomodarse a la proporcionalidad de los grupos políticos del Pleno,Solo existen en municipios de gran población,3
¿Cuál de estas competencias es delegable por el Pleno?,La concertación de operaciones de crédito > 10% de recursos ordinarios,La aprobación del reglamento orgánico,El ejercicio de acciones judiciales en materias de su competencia,La alteración de la calificación jurídica de los bienes,3
"Sobre la organización municipal (Caso práctico 1): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 2): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 3): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 4): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 5): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 6): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 7): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 8): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 9): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 10): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 11): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 12): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 13): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 14): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
"Sobre la organización municipal (Caso práctico 15): Si el Alcalde debe delegar una competencia sancionadora, ¿a quién NO puede hacerlo según la LBRL?",A la Junta de Gobierno Local,A un Teniente de Alcalde,Al Pleno,A un Concejal delegado,3
