Pregunta,Respuesta 1,Respuesta 2,Respuesta 3,Respuesta 4,Solución (1-4)
"Para la revisión de oficio de actos nulos de pleno derecho, ¿qué dictamen es preceptivo y vinculante si es desfavorable?",El dictamen favorable del Consejo de Estado u órgano consultivo equivalente de la Comunidad Autónoma.,El informe de la Abogacía del Estado.,La resolución del Tribunal Económico-Administrativo.,El dictamen del órgano instructor del procedimiento.,1
¿Cuál es el plazo máximo para resolver y notificar un procedimiento de revisión de oficio?,3 meses.,6 meses.,12 meses.,No hay plazo máximo.,2
La revocación de actos de gravamen o desfavorables NO está permitida cuando:,Hayan transcurrido más de 4 años desde que se dictaron.,"Constituya dispensa o exención no permitida por las leyes, o sea contraria al principio de igualdad, al interés público o al ordenamiento jurídico.",El interesado se oponga a dicha revocación.,El acto haya sido objeto de recurso contencioso-administrativo.,2
"Para declarar la lesividad de actos anulables, ¿qué plazo máximo tiene la Administración desde que se dictó el acto?",1 año.,4 años.,5 años.,Es imprescriptible.,2
"La rectificación de errores materiales, de hecho o aritméticos en los actos administrativos:",Solo puede realizarse a petición del interesado.,Tiene un plazo de caducidad de 4 años.,"Puede realizarse en cualquier momento, de oficio o a instancia de los interesados.",Requiere dictamen previo del órgano consultivo.,3
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 6), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Determinará el archivo automático de las actuaciones sin recurso posible.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",4
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 7), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,Es un trámite de carácter meramente facultativo y no vinculante.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,3
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 8), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es competencia exclusiva del Consejo de Ministros.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Supone una vulneración del principio de tipicidad sancionadora.,Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,2
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 9), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es competencia exclusiva del Consejo de Ministros.,Es un trámite de carácter meramente facultativo y no vinculante.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,3
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 10), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,2
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 11), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Supone una vulneración del principio de tipicidad sancionadora.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,Determinará el archivo automático de las actuaciones sin recurso posible.,2
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 12), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Es competencia exclusiva del Consejo de Ministros.,Determinará el archivo automático de las actuaciones sin recurso posible.,2
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 13), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Determinará el archivo automático de las actuaciones sin recurso posible.,Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,3
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 14), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Determinará el archivo automático de las actuaciones sin recurso posible.,Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,1
"En relación con el contenido específico del Revisión y Revocación (Pregunta avanzada 15), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el revisión y revocación.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,1
